"protocol","readout","SID","CCLASS","CCLASS2","LAC50","HILL","INF","ZERO","MAXR","NPT","FAUC","TAUC","DATA0","DATA1","DATA2","DATA3","DATA4","DATA5","DATA6","DATA7","DATA8","DATA9","DATA10","C0","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","name","target","smi"
"s-cd47-4T1B+CD47-1","activity","NCGC00014925-07",4,-1.2,-5.4292094394,1.24751,23.0528185236,91.863959129,22.70374417,11,NA,NA,87.09031475,89.36741111,90.72391006,93.68694694,95.06467682,97.23085659,79.15069827,78.20434886,45.0876622,39.64618906,22.70374417,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Topotecan hydrochloride","TOP1","CC[C@@]1(O)C(=O)OC\C2=C1\C=C3/N(CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C34)C2=O"
"s-cd47-4T1B+CD47-1","activity","NCGC00014926-03",4,-2.1,-5.0792094394,1.4641,-1.1587884924,95.55037691,6.80217093,11,NA,NA,99.37146654,100.01306723,89.08161964,86.93234837,98.19124189,93.27658123,94.79944911,93.41487215,60.01584593,27.96407536,6.80217093,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Carboxyamidotriazole",NA,"NC(=O)C1=C(N)[N](CC2=CC(=C(C(=C2)Cl)C(=O)C3=CC=C(Cl)C=C3)Cl)N=N1"
"s-cd47-4T1B+CD47-1","activity","NCGC00015004-11",1.3,-2.2,-4.8792094394,0.8999999999,18.47112481,105.16077091,34.75407081,11,NA,NA,80.15274101,102.51076989,102.39736524,101.65933986,102.63794124,106.55204104,106.78619041,100.15014439,64.60387749,71.68236375,34.75407081,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Amoxapine","HTR2A","ClC1=CC\2=C(OC3=C(C=CC=C3)\N=C2N4CCNCC4)C=C1"
"s-cd47-4T1B+CD47-1","activity","NCGC00015026-14",2.1,-2.2,-4.7792094394,1.98874246,48.389996579,98.67800604,53.50014328,11,NA,NA,92.67800604,93.4135653,97.54284536,97.850825,96.5159531,108.0086603,101.12953628,101.87834939,91.67156763,76.13682699,53.50014328,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Atropine","CHRM1","CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3"
"s-cd47-4T1B+CD47-1","activity","NCGC00015034-02",5,4,NA,NA,NA,NA,104.59292005,11,NA,NA,99.6847097,98.75935653,86.48705231,89.41062381,95.89160325,98.2458731,98.85235262,102.44764103,94.25655179,95.35146356,104.59292005,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"INO-1001","PARP1","NC(=O)C1=CC(=CC=C1)N"
"s-cd47-4T1B+CD47-1","activity","NCGC00015036-08",2.3,-2.4,-4.6792094394,4.0949729863,68.40347426,99.36736654,69.98078964,11,NA,NA,97.86736654,95.59378891,91.60660113,100.09351067,96.6587751,99.6481363,106.43395785,106.60318445,100.78555073,92.11015842,69.98078964,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Amantadine hydrochloride","DRD1","NC12CC3CC(CC(C3)C1)C2"
"s-cd47-4T1B+CD47-1","activity","NCGC00015038-08",1.3,-1.4,-7.4292094394,2.5334283767,53.9575359472,95.9092550749,43.6085025,11,NA,NA,96.45104303,93.85575529,98.54331891,86.08910156,65.82905655,38.12543936,65.04172756,78.58822502,56.4805408,41.24329584,43.6085025,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Aminopterin","DHFR","NC1=NC2=NC=C(CNC3=CC=C(C=C3)C(=O)NC(CCC(O)=O)C(O)=O)N=C2C(=N1)N"
"s-cd47-4T1B+CD47-1","activity","NCGC00015049-18",4,-1.1,-5.5292094394,4.9549173134,7.1397366909,90.185520801,6.76983433,11,NA,NA,83.37682037,82.89435001,93.08130455,82.1863387,88.08241152,97.22716352,100.59582571,89.91634014,10.66094513,8.9718385,6.76983433,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Apigenin","CYP2C9","OC1=CC=C(C=C1)\C2=C\C(=O)C3=C(O2)C=C(O)C=C3O"
"s-cd47-4T1B+CD47-1","activity","NCGC00015054-06",1.3,4,-5.6292094394,4.9549173134,83.213404594,102.11680899,78.53063866,11,NA,NA,100.11680899,99.81668628,96.34979569,102.42627424,105.5751468,104.39333752,105.08600801,99.74542792,80.89246407,90.42438037,78.53063866,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Tacrine hydrochloride","ACHE","NC1=C(CCCC3)C3=NC2=C1C=CC=C2"
"s-cd47-4T1B+CD47-1","activity","NCGC00015060-19",1.3,4,-5.0792094394,4.9549173134,97.23433153,85.907945762,94.40331166,11,NA,NA,96.73433153,78.92499189,83.24947003,76.46234339,87.65552014,84.66240246,87.07248862,94.82094297,83.79577303,100.24619535,94.40331166,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Azathioprine",NA,"C[N]1C=NC(=C1SC2=C3[NH]C=NC3=NC=N2)[N+]([O-])=O"
"s-cd47-4T1B+CD47-1","activity","NCGC00015061-12",5,4,NA,NA,NA,NA,73.40217694,11,NA,NA,98.44297256,91.56106466,80.83046039,82.08174217,90.38536376,91.19391478,93.60197843,87.47304094,97.27375915,93.49066968,73.40217694,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Aciclovir",NA,"N\C1=N\C2=C(N=C[N]2COCCO)C(=O)N1"
"s-cd47-4T1B+CD47-1","activity","NCGC00015067-13",4,-3,-4.4292094394,4.9549173134,-24.9087030131,106.8957221094,6.26021859,11,NA,NA,103.6630986,107.75163994,110.48017617,105.11653636,96.17501036,106.13825045,110.26112096,114.01433557,106.06959211,110.79563027,6.26021859,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Aspirin",NA,"CC(=O)OC1=C(C=CC=C1)C(O)=O"
"s-cd47-4T1B+CD47-1","activity","NCGC00015075-07",2.3,4,-4.6792094394,4.0949729863,101.00287174,108.64889246,101.11054186,11,NA,NA,109.14889246,101.64958356,105.63593653,108.64309049,111.12878931,111.90630325,112.31212426,108.21107507,109.36252661,106.85799201,101.11054186,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Arecoline",NA,"COC(=O)\C1=C\CCN(C)C1"
"s-cd47-4T1B+CD47-1","activity","NCGC00015086-03",1.3,4,-8.8292094394,4.0949729863,95.61146621,81.11146621,87.06024173,11,NA,NA,82.11146621,93.78673545,94.39423592,92.23306816,97.39243115,90.75549819,99.37413066,96.74167861,97.73879064,95.61525268,87.06024173,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Acetylcysteine","NFKB1","CC(=O)NC(CS)C(O)=O"
"s-cd47-4T1B+CD47-1","activity","NCGC00015089-08",2.3,4,-4.5292094394,4.5044702849,80.487857958,95.64785985,82.26452494,11,NA,NA,96.14785985,96.71928769,89.41112225,98.06242998,99.13611352,95.22260192,100.43346192,94.27401912,93.58476609,94.91712562,82.26452494,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Amiloride hydrochloride","SCNN1D","ClC1=C(N=C(C(C(NC(N)=N)=O)=N1)N)N"
"s-cd47-4T1B+CD47-1","activity","NCGC00015092-09",5,4,NA,NA,NA,NA,99.95316692,11,NA,NA,104.83015497,100.22706614,104.53526467,94.37878593,100.22711854,100.10214429,101.17409899,106.72784598,104.51999295,99.6461198,99.95316692,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Aminocaproic acid","SERPINE1","NCCCCCC(O)=O"
"s-cd47-4T1B+CD47-1","activity","NCGC00015096-11",4,-1.1,-5.1292094394,1.6266150999,-7.0854416505,106.7368554734,1.88633462,11,NA,NA,106.20931451,106.89869349,107.34683404,105.68608266,106.747103,107.3945273,103.97356907,98.3992598,65.34116672,16.89361383,1.88633462,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Amiodarone",NA,"CCCCC1=C(C(=O)C2=CC(=C(OCCN(CC)CC)C(=C2)I)I)C3=C(O1)C=CC=C3"
"s-cd47-4T1B+CD47-1","activity","NCGC00015100-14",5,4,NA,NA,NA,NA,95.02795427,11,NA,NA,85.53520519,94.24025493,91.28543934,93.28623181,87.46427958,92.27133081,89.48228592,89.56474503,89.51751847,93.54510158,95.02795427,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Altretamine",NA,"CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C"
"s-cd47-4T1B+CD47-1","activity","NCGC00015110-12",1.3,4,-5.7792094394,3.9294729863,93.32583607,104.55940725,96.30274056,11,NA,NA,100.55940725,100.82186978,104.96994481,103.51985675,107.5453477,108.82579204,104.46750601,99.74985403,79.1147646,103.58101636,96.30274056,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Aminoglutethimide","CYP19A1","CCC1(CCC(=O)NC1=O)C2=CC=C(N)C=C2"
"s-cd47-4T1B+CD47-1","activity","NCGC00015116-10",5,4,NA,NA,NA,NA,101.48763635,11,NA,NA,102.57084685,105.69179733,105.4330553,105.17880013,105.11197648,103.81668375,98.897787,103.07487233,101.80322542,100.90580974,101.48763635,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Aniracetam",NA,"O=C(C1=CC=C(OC)C=C1)N(CCC2)C2=O"
"s-cd47-4T1B+CD47-1","activity","NCGC00015121-16",1.3,4,-6.8292094394,4.9549173134,95.80624092,89.4885888439,84.08869146,11,NA,NA,94.30624092,86.12486419,86.81267376,92.62277848,86.63647594,94.51781412,92.52204935,97.0125624,96.57940662,96.26752251,84.08869146,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Phenoxybenzamine hydrochloride",NA,"CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2"
"s-cd47-4T1B+CD47-1","activity","NCGC00015122-09",1.3,4,-5.5292094394,4.9549173134,76.809028544,88.70376434,73.15299814,11,NA,NA,91.70376434,91.82566056,79.29807587,84.10191652,95.09064803,84.58903737,89.00803236,95.55642668,73.04148451,83.91379862,73.15299814,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Bupropion hydrochloride","SLC6A3","CC(NC(C)(C)C)C(=O)C1=CC=CC(=C1)Cl"
"s-cd47-4T1B+CD47-1","activity","NCGC00015144-04",1.3,4,-7.3792094394,4.9549173134,94.95474338,83.494652468,72.67580199,11,NA,NA,91.95474338,86.17925243,81.68651995,73.65466762,96.37572481,93.25574044,97.88210458,95.59287221,86.55414423,100.71653752,72.67580199,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"O6-Benzylguanine","MGMT","NC1=NC(=C2N=C[NH]C2=N1)OCC3=CC=CC=C3"
"s-cd47-4T1B+CD47-1","activity","NCGC00015147-09",1.3,4,-8.9792094394,4.9549173134,88.3573261099,101.03132793,89.32444645,11,NA,NA,99.03132793,86.98993146,86.60053748,86.80549211,86.5565963,90.032911,86.66830483,91.18755206,84.30299308,96.46994013,89.32444645,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Benzamil","SCNN1D","N\C(NCC1=CC=CC=C1)=N/C(=O)C2=NC(=C(N)N=C2N)Cl"
"s-cd47-4T1B+CD47-1","activity","NCGC00015148-07",1.3,4,-7.3792094394,4.9549173134,91.55358861,83.0235977419,90.57004841,11,NA,NA,88.55358861,80.74558044,90.061013,71.02859622,95.94881101,92.55816906,91.05332725,88.33472127,93.34194052,89.29480039,90.57004841,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Buthionine sulphoximine","GSS","CCCC[S+]([O-])(=N)CCC(N)C(O)=O"
"s-cd47-4T1B+CD47-1","activity","NCGC00015149-15",2.3,4,-5.2292094394,2.8472712143,96.42110609,81.83983973,88.36726488,11,NA,NA,86.92110609,83.56361106,79.82421602,74.77005079,82.70919684,83.4613624,80.66159876,82.22179801,87.73380392,95.38983936,88.36726488,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Bumetanide",NA,"CCCCNC1=CC(=CC(=C1OC2=CC=CC=C2)[S+](N)([O-])=O)C(O)=O"
"s-cd47-4T1B+CD47-1","activity","NCGC00015150-04",1.3,-2.4,-4.9792094394,0.5999999999,55.363361972,93.29384584,64.35177595,11,NA,NA,89.29384584,98.89984107,89.77322682,97.46012883,95.34560569,84.27966836,80.06775911,89.84979482,81.74734406,71.6836137,64.35177595,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Betaine",NA,"C[N+](C)(C)CC(O)=O"
"s-cd47-4T1B+CD47-1","activity","NCGC00015159-06",4,-2.1,-4.8792094394,1.55794881,6.4869775092,104.672560359,19.29864949,11,NA,NA,107.04982744,105.05238382,103.29408003,100.60772752,106.29142444,108.0713203,107.13514818,95.4085477,88.19887582,48.74071606,19.29864949,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Betaxolol hydrochloride","ADRB1","C2CC2COCCC1=CC=C(OCC(O)CNC(C)C)C=C1"
"s-cd47-4T1B+CD47-1","activity","NCGC00015163-08",4,-3,-4.5292094394,4.0949729863,15.6642015824,93.018985362,26.363817,11,NA,NA,100.42511518,86.91938048,86.58637346,97.4502677,97.47776656,95.22414547,78.75269549,91.42055326,86.58252041,87.70373591,26.363817,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Benserazide","DDC","NC(CO)C(=O)NNCC1=C(O)C(=C(O)C=C1)O"
"s-cd47-4T1B+CD47-1","activity","NCGC00015173-02",1.3,4,-5.0792094394,0.2,96.72882431,74.887259422,86.43260109,11,NA,NA,77.72882431,75.36085357,79.91937776,84.1956495,83.62111282,82.07246122,77.33260842,84.22138177,80.69686387,92.91291761,86.43260109,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"BRL-15572","HTR1D","OC(CN1CCN(CC1)C2=CC=CC(=C2)Cl)C(C3=CC=CC=C3)C4=CC=CC=C4"
"s-cd47-4T1B+CD47-1","activity","NCGC00015185-04",1.3,4,-8.7292094394,3.2974983358,99.33428276,83.33428276,101.15805916,11,NA,NA,84.33428276,94.09606829,98.89783915,101.16687244,104.60658108,105.0508552,89.54554398,101.50056743,102.79860604,90.28075848,101.15805916,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Carbidopa",NA,"CC(CC1=CC(=C(O)C=C1)O)(NN)C(O)=O"
"s-cd47-4T1B+CD47-1","activity","NCGC00015191-06",5,4,NA,NA,NA,NA,100.40549468,11,NA,NA,95.90353472,92.5934376,99.18216209,99.72434357,100.71997099,104.12045713,105.52456391,83.49145052,100.26818044,97.92108907,100.40549468,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Chlormezanone","GABRA1","C2CC(=O)N(C)C(C1=CC=C(Cl)C=C1)S2(=O)=O"
"s-cd47-4T1B+CD47-1","activity","NCGC00015199-19",2.3,4,-4.5292094394,0.4,67.845499976,90.97653362,73.70067225,11,NA,NA,92.97653362,89.96710579,85.69774433,92.25378586,87.6670586,75.9514788,93.23315907,89.62089179,84.34999434,84.09798894,73.70067225,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Chlorambucil",NA,"OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl"
"s-cd47-4T1B+CD47-1","activity","NCGC00015204-08",5,4,NA,NA,NA,NA,79.11811518,11,NA,NA,98.47698051,85.45950009,85.34592987,84.41746867,91.19981216,82.11476785,99.18709878,88.59782982,76.64154636,78.71563334,79.11811518,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Carmustine",NA,"ClCCNC(=O)N(CCCl)N=O"
"s-cd47-4T1B+CD47-1","activity","NCGC00015205-07",5,4,NA,NA,NA,NA,98.09583074,11,NA,NA,101.73318343,93.89745702,94.13643533,94.75370426,98.43223099,94.47252886,99.03463378,98.85920442,89.26847971,89.01483909,98.09583074,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"PK-11195","NR1I3","CCC(C)N(C)C(=O)C1=NC(=C2C=CC=CC2=C1)C3=C(Cl)C=CC=C3"
"s-cd47-4T1B+CD47-1","activity","NCGC00015207-11",1.3,4,-6.9792094394,4.9549173134,89.55163617,80.658820014,92.7485418,11,NA,NA,85.05163617,73.89095604,84.49816564,81.73949714,79.56675042,90.75341443,87.36337716,85.04055033,96.05867563,85.03999757,92.7485418,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Cilostazol","PDE3A","O=C1CCC2=C(N1)C=CC(=C2)OCCCCC3=NN=N[N]3C4CCCCC4"
"s-cd47-4T1B+CD47-1","activity","NCGC00015208-09",5,4,NA,NA,NA,NA,102.99770931,11,NA,NA,103.31534181,106.6258334,106.482593,106.02860679,109.57428293,106.20404391,107.46612271,106.72351812,101.04087781,102.57315562,102.99770931,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Caffeine",NA,"OC(C(CC(O)=O)(O)CC(O)=O)=O.O=C(N1C)N(C)C(N=CN2C)=C2C1=O"
"s-cd47-4T1B+CD47-1","activity","NCGC00015209-12",2.3,4,-4.9292094394,4.9549173134,85.863766946,100.15406419,97.46178046,11,NA,NA,96.65406419,102.04329943,98.75969969,102.27594135,99.44603425,101.2219191,103.97713047,95.18350388,100.03850381,88.91214982,97.46178046,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Cyclophosphamide","BCL2","ClCCN(CCCl)[P]1(=O)NCCCO1"
