"protocol","readout","SID","CCLASS","CCLASS2","LAC50","HILL","INF","ZERO","MAXR","NPT","FAUC","TAUC","DATA0","DATA1","DATA2","DATA3","DATA4","DATA5","DATA6","DATA7","DATA8","DATA9","DATA10","C0","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","name","target","smi"
"s-cd47-4T1B-1","activity","NCGC00015049-18",4,-1.1,-5.9292094394,4.5044702849,6.1661837399,92.58379048,4.10452498,11,NA,NA,84.58379048,91.25218495,95.62868474,94.49906081,94.34657396,92.82432108,90.86284568,19.64346942,8.31579535,6.20624625,4.10452498,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Apigenin","CYP2C9","OC1=CC=C(C=C1)\C2=C\C(=O)C3=C(O2)C=C(O)C=C3O"
"s-cd47-4T1B-1","activity","NCGC00015054-06",1.3,4,-5.5792094394,4.9549173134,76.99924381,94.17542445,70.02860725,11,NA,NA,87.67542445,88.08763206,88.64455976,94.34582878,94.67918515,97.35477527,105.53683496,94.20861649,70.81126975,90.03985901,70.02860725,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Tacrine hydrochloride","ACHE","NC1=C(CCCC3)C3=NC2=C1C=CC=C2"
"s-cd47-4T1B-1","activity","NCGC00015060-19",5,4,NA,NA,NA,NA,86.49327759,11,NA,NA,101.60540654,82.46306644,83.53563016,83.49787941,86.14078212,84.26333684,88.26713319,91.89202081,83.202747,97.77159056,86.49327759,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Azathioprine",NA,"C[N]1C=NC(=C1SC2=C3[NH]C=NC3=NC=N2)[N+]([O-])=O"
"s-cd47-4T1B-1","activity","NCGC00015061-12",1.3,4,-5.4292094394,0.2,64.308570598,94.49907855,73.00698859,11,NA,NA,96.49907855,88.00917538,81.54690036,79.30777088,87.38350591,89.20798875,84.75631234,80.16484821,76.01149627,80.91431486,73.00698859,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Aciclovir",NA,"N\C1=N\C2=C(N=C[N]2COCCO)C(=O)N1"
"s-cd47-4T1B-1","activity","NCGC00015067-13",2.3,4,-4.6292094394,4.9549173134,77.066480312,97.57870804,77.6518516,11,NA,NA,93.07870804,94.1417527,96.47988202,102.28033746,95.25490428,93.08566375,104.61842682,100.36216635,98.03592597,95.28697646,77.6518516,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Aspirin",NA,"CC(=O)OC1=C(C=CC=C1)C(O)=O"
"s-cd47-4T1B-1","activity","NCGC00015075-07",5,4,NA,NA,NA,NA,93.75791674,11,NA,NA,102.40829671,94.50391633,93.70831734,95.24653187,87.91809982,97.0587576,99.58708651,98.84451222,104.56788644,93.7220106,93.75791674,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Arecoline",NA,"COC(=O)\C1=C\CCN(C)C1"
"s-cd47-4T1B-1","activity","NCGC00015086-03",2.3,-3,-4.4792094394,4.9549173134,34.93326972,91.930000792,44.25725711,11,NA,NA,84.26920154,94.88741719,81.92730258,89.44947023,97.1823333,82.5561016,96.70834932,97.47324215,96.02278946,95.52286994,44.25725711,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Acetylcysteine","NFKB1","CC(=O)NC(CS)C(O)=O"
"s-cd47-4T1B-1","activity","NCGC00015089-08",5,4,NA,NA,NA,NA,84.01894396,11,NA,NA,96.56403397,93.95645684,83.05850189,79.61334698,96.19331751,73.26140557,93.44910136,96.07356227,91.13215562,91.10338889,84.01894396,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Amiloride hydrochloride","SCNN1D","ClC1=C(N=C(C(C(NC(N)=N)=O)=N1)N)N"
"s-cd47-4T1B-1","activity","NCGC00015092-09",5,4,NA,NA,NA,NA,94.88029959,11,NA,NA,94.95157696,93.8561796,92.78736392,95.40689179,93.38075681,92.99936763,94.79762167,93.94386324,90.47049496,94.99391366,94.88029959,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Aminocaproic acid","SERPINE1","NCCCCCC(O)=O"
"s-cd47-4T1B-1","activity","NCGC00015096-11",4,-1.1,-5.3292094394,1.692447691,0.6420337417,99.1752763707,0.83972886,11,NA,NA,99.687288,103.2420547,95.34184846,96.27259364,100.87876521,101.86833701,92.12079374,87.46260174,46.19957243,14.42268646,0.83972886,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Amiodarone",NA,"CCCCC1=C(C(=O)C2=CC(=C(OCCN(CC)CC)C(=C2)I)I)C3=C(O1)C=CC=C3"
"s-cd47-4T1B-1","activity","NCGC00015100-14",2.3,4,-4.4292094394,4.9549173134,94.52377842,83.49155002,91.97216612,11,NA,NA,85.52377842,82.20502831,84.20149183,81.89049758,82.88290503,88.45872786,88.1067566,80.74894979,81.45000829,77.99692142,91.97216612,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Altretamine",NA,"CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C"
"s-cd47-4T1B-1","activity","NCGC00015110-12",5,4,NA,NA,NA,NA,95.89222801,11,NA,NA,98.01849693,101.84385127,101.90166273,100.03125064,102.28892833,104.78842964,104.01807154,103.23685764,100.18599824,97.66148856,95.89222801,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Aminoglutethimide","CYP19A1","CCC1(CCC(=O)NC1=O)C2=CC=C(N)C=C2"
"s-cd47-4T1B-1","activity","NCGC00015116-10",5,4,NA,NA,NA,NA,95.5432687,11,NA,NA,85.4017162,91.70999074,94.49112115,87.52376574,94.22624841,99.97159336,101.28522808,98.28162747,74.01815623,92.90575726,95.5432687,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Aniracetam",NA,"O=C(C1=CC=C(OC)C=C1)N(CCC2)C2=O"
"s-cd47-4T1B-1","activity","NCGC00015121-16",2.3,-3,-4.6792094394,2.3331733767,59.7399272548,92.25178224,60.45584598,11,NA,NA,96.25178224,86.871258,86.9866422,84.73771109,85.97231349,96.12232102,87.52074433,94.4172736,91.21945981,83.34720979,60.45584598,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Phenoxybenzamine hydrochloride",NA,"CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2"
"s-cd47-4T1B-1","activity","NCGC00015122-09",1.3,4,-5.4292094394,4.9549173134,72.885545056,81.2548135,75.17783551,11,NA,NA,83.2548135,85.63459488,78.43145674,77.31934683,84.84121067,79.52582142,73.16449921,88.53287668,72.79972474,71.28042313,75.17783551,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Bupropion hydrochloride","SLC6A3","CC(NC(C)(C)C)C(=O)C1=CC=CC(=C1)Cl"
"s-cd47-4T1B-1","activity","NCGC00015144-04",1.3,4,-7.1792094394,2.4063783767,92.62066415,78.203782002,63.56482051,11,NA,NA,88.62066415,73.85414957,70.77326236,79.73372083,84.9656627,90.43656815,95.36088825,97.21697073,82.80100309,95.03786869,63.56482051,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"O6-Benzylguanine","MGMT","NC1=NC(=C2N=C[NH]C2=N1)OCC3=CC=CC=C3"
"s-cd47-4T1B-1","activity","NCGC00015147-09",1.3,4,-8.9792094394,4.9549173134,81.893748148,101.35044824,77.75247877,11,NA,NA,97.85044824,77.57810023,78.51524448,84.91988155,81.4307301,85.75403621,86.33163959,76.21986483,85.07493869,85.95918989,77.75247877,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Benzamil","SCNN1D","N\C(NCC1=CC=CC=C1)=N/C(=O)C2=NC(=C(N)N=C2N)Cl"
"s-cd47-4T1B-1","activity","NCGC00015148-07",1.3,4,-8.9792094394,4.9549173134,81.379576076,92.69379846,89.56689776,11,NA,NA,90.69379846,80.18622522,78.19092857,75.84861314,80.52183024,86.58791937,83.01150292,81.85469768,82.25653459,83.03556533,89.56689776,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Buthionine sulphoximine","GSS","CCCC[S+]([O-])(=N)CCC(N)C(O)=O"
"s-cd47-4T1B-1","activity","NCGC00015149-15",2.3,4,-4.7792094394,4.4494702849,87.74648043,78.510772322,87.85942402,11,NA,NA,82.24648043,77.13241242,78.55575609,75.5349167,80.09766741,77.59721122,78.33914179,81.74804453,75.38339034,82.44715175,87.85942402,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Bumetanide",NA,"CCCCNC1=CC(=CC(=C1OC2=CC=CC=C2)[S+](N)([O-])=O)C(O)=O"
"s-cd47-4T1B-1","activity","NCGC00015150-04",1.3,-2.4,-5.2792094394,0.5,58.24170282,86.3743347,65.4304748,11,NA,NA,81.3743347,90.73613288,83.57972779,86.48287736,86.47568096,78.70406273,75.8852454,76.00369218,78.48645426,65.47655717,65.4304748,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Betaine",NA,"C[N+](C)(C)CC(O)=O"
"s-cd47-4T1B-1","activity","NCGC00015159-06",4,-2.1,-4.9292094394,1.55794881,4.8122507364,96.930883761,14.16299113,11,NA,NA,99.16972198,91.38418839,93.47371834,95.38047053,101.50795467,97.43012186,101.55137332,90.83032523,78.31305917,41.71511453,14.16299113,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Betaxolol hydrochloride","ADRB1","C2CC2COCCC1=CC=C(OCC(O)CNC(C)C)C=C1"
"s-cd47-4T1B-1","activity","NCGC00015163-08",4,-3,-4.5792094394,4.0949729863,10.3326669788,85.901321592,17.40857303,11,NA,NA,84.83327944,89.3311904,84.57775229,91.72815151,88.53179394,89.31959915,86.36321964,80.04498691,78.98777885,78.25678536,17.40857303,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Benserazide","DDC","NC(CO)C(=O)NNCC1=C(O)C(=C(O)C=C1)O"
"s-cd47-4T1B-1","activity","NCGC00015173-02",2.3,4,-4.4292094394,4.9549173134,62.812538808,77.68230302,66.20749951,11,NA,NA,73.18230302,71.01010321,82.70872192,81.45804175,77.43666078,77.99100522,81.0229396,75.07363233,76.83351637,80.26564579,66.20749951,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"BRL-15572","HTR1D","OC(CN1CCN(CC1)C2=CC=CC(=C2)Cl)C(C3=CC=CC=C3)C4=CC=CC=C4"
"s-cd47-4T1B-1","activity","NCGC00015185-04",2.3,4,-4.4292094394,4.9549173134,57.646075916,89.74362772,65.91233455,11,NA,NA,87.24362772,90.96965012,94.36529539,94.54899368,96.03452916,93.1477344,85.33915071,90.98393525,68.58086353,97.46696882,65.91233455,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Carbidopa",NA,"CC(CC1=CC(=C(O)C=C1)O)(NN)C(O)=O"
"s-cd47-4T1B-1","activity","NCGC00015191-06",1.3,4,-5.4792094394,4.9549173134,97.6604629,90.853210468,88.82725711,11,NA,NA,92.1604629,89.43968063,83.98775254,92.24804673,93.41686694,93.33988058,94.21587429,87.7425519,97.67453231,96.92146064,88.82725711,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Chlormezanone","GABRA1","C2CC(=O)N(C)C(C1=CC=C(Cl)C=C1)S2(=O)=O"
"s-cd47-4T1B-1","activity","NCGC00015199-19",1.3,4,-5.3792094394,4.9549173134,66.177758302,77.73984155,68.90808072,11,NA,NA,75.23984155,86.11282094,76.69476631,80.53616378,79.21459224,63.93810551,77.12652298,83.26313302,68.62658528,64.11530929,68.90808072,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Chlorambucil",NA,"OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl"
"s-cd47-4T1B-1","activity","NCGC00015204-08",1.3,4,-5.2792094394,2.4063783767,66.971772452,79.9488326,70.08099055,11,NA,NA,74.9488326,88.23007022,78.18910463,77.99691134,77.85572462,81.65922602,80.79871119,77.69902738,74.82943142,64.13461581,70.08099055,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Carmustine",NA,"ClCCNC(=O)N(CCCl)N=O"
"s-cd47-4T1B-1","activity","NCGC00015205-07",1.3,4,-6.8292094394,1.0999999999,92.29516182,82.79516182,93.12481304,11,NA,NA,80.79516182,84.18917723,84.55336682,85.91552693,82.16322644,87.70197451,92.73846078,98.07810898,87.52895932,88.77872926,93.12481304,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"PK-11195","NR1I3","CCC(C)N(C)C(=O)C1=NC(=C2C=CC=CC2=C1)C3=C(Cl)C=CC=C3"
"s-cd47-4T1B-1","activity","NCGC00015207-11",1.3,4,-8.9792094394,4.9549173134,78.855773488,98.10536992,82.0659866,11,NA,NA,94.60536992,78.22898134,75.17252884,77.48829316,81.75127076,78.2960798,73.56403956,82.15705286,76.78554339,82.74189728,82.0659866,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Cilostazol","PDE3A","O=C1CCC2=C(N1)C=CC(=C2)OCCCCC3=NN=N[N]3C4CCCCC4"
"s-cd47-4T1B-1","activity","NCGC00015208-09",5,4,NA,NA,NA,NA,97.09199045,11,NA,NA,94.2468571,91.46472609,94.7621004,104.44063001,104.77200346,91.19702131,106.35101061,99.50988958,91.58237931,93.55346496,97.09199045,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Caffeine",NA,"OC(C(CC(O)=O)(O)CC(O)=O)=O.O=C(N1C)N(C)C(N=CN2C)=C2C1=O"
"s-cd47-4T1B-1","activity","NCGC00015209-12",1.3,4,-5.3292094394,1.4780888099,78.857746698,100.83813659,93.19844744,11,NA,NA,96.83813659,102.68733467,95.03647979,101.90264995,102.95747709,103.30504913,103.32187816,94.15429942,90.38289606,81.43781168,93.19844744,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Cyclophosphamide","BCL2","ClCCN(CCCl)[P]1(=O)NCCCO1"
"s-cd47-4T1B-1","activity","NCGC00015225-03",4,-1.1,-5.7292094394,1.6604358099,-0.6516372092,88.55568453,3.78828293,11,NA,NA,91.37001946,90.04599834,89.39026298,86.02888216,90.14449125,89.37230339,66.94714504,55.79237321,3.73208114,3.22667016,3.78828293,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Chelerythrine chloride","BCL2L1","COC1=C(OC)C2=C[N+](=C3C(=C2C=C1)C=CC4=CC5=C(OCO5)C=C34)C"
