"protocol","readout","SID","CCLASS","CCLASS2","LAC50","HILL","INF","ZERO","MAXR","NPT","FAUC","TAUC","DATA0","DATA1","DATA2","DATA3","DATA4","DATA5","DATA6","DATA7","DATA8","DATA9","DATA10","C0","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","name","target","smi"
"s-vhl-UOK109-1","activity","NCGC00014925-07",4,-2.2,-5.2292094394,0.7999999999,10.0981215364,96.9392874065,20.26069987,11,377.1517553076,378.0953492429,92.85054511,98.48585394,94.0510884,97.79267027,96.76920963,95.82872475,82.21024143,74.22256597,51.34706479,43.68327873,20.26069987,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Topotecan hydrochloride","TOP1","CC[C@@]1(O)C(=O)OC\C2=C1\C=C3/N(CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C34)C2=O"
"s-vhl-UOK109-1","activity","NCGC00014926-03",2.1,-2.4,-4.6292094394,4.9549173134,76.457888902,102.61084263,77.73338119,11,484.9297493399,484.6742933291,101.61084263,100.31578192,102.63557187,105.22699787,101.00346652,101.04060962,99.49443305,105.24556531,105.654287,99.76886692,77.73338119,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Carboxyamidotriazole",NA,"NC(=O)C1=C(N)[N](CC2=CC(=C(C(=C2)Cl)C(=O)C3=CC=C(Cl)C=C3)Cl)N=N1"
"s-vhl-UOK109-1","activity","NCGC00015004-11",2.3,4,-4.6792094394,1.6258976909,78.487286148,105.48872496,82.73752595,11,494.9550470964,494.922855245,103.98872496,113.63397753,110.95302593,109.66893493,96.88215285,97.19677193,100.58731647,114.15723881,97.66103014,97.06246621,82.73752595,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Amoxapine","HTR2A","ClC1=CC\2=C(OC3=C(C=CC=C3)\N=C2N4CCNCC4)C=C1"
"s-vhl-UOK109-1","activity","NCGC00015026-14",1.3,4,-5.3292094394,1.4487170999,81.726900618,100.25337799,81.64798018,11,462.6194334673,464.5178664798,93.75337799,101.95414855,101.93988669,100.87659853,103.06042004,102.76163898,95.13838923,99.01757662,88.93427809,86.1374606,81.64798018,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Atropine","CHRM1","CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3"
"s-vhl-UOK109-1","activity","NCGC00015034-02",1.1,-1.2,-5.3292094394,1.692447691,63.230558544,95.7270716,63.31331072,11,426.5178957738,426.8481483184,93.7270716,99.20077687,92.07077017,90.90639837,95.06060402,99.3916697,98.80073613,89.38639261,78.24961598,68.34334281,63.31331072,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"INO-1001","PARP1","NC(=O)C1=CC(=CC=C1)N"
"s-vhl-UOK109-1","activity","NCGC00015036-08",1.3,-1.2,-5.0292094394,4.9549173134,55.9918634419,102.718052801,57.9084923,11,459.3128146464,439.0936923659,107.73861547,95.62299923,99.29091781,94.10903066,94.16570449,97.75034469,97.88566748,94.80876243,102.00735031,57.53298878,57.9084923,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Amantadine hydrochloride","DRD1","NC12CC3CC(CC(C3)C1)C2"
"s-vhl-UOK109-1","activity","NCGC00015038-08",4,-2.4,-4.6792094394,2.3331733767,24.7790935299,94.04102835,26.2739182,11,423.5415994485,417.3130562155,101.0151517,96.62410826,92.81660633,91.22093339,88.3232482,58.66131039,88.71563092,95.72205998,93.50171376,73.6080466,26.2739182,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Aminopterin","DHFR","NC1=NC2=NC=C(CNC3=CC=C(C=C3)C(=O)NC(CCC(O)=O)C(O)=O)N=C2C(=N1)N"
"s-vhl-UOK109-1","activity","NCGC00015049-18",1.1,-2.2,-4.8792094394,0.8999999999,12.2822991996,100.156141743,33.13630655,11,418.8139134694,418.8723179493,98.30507952,99.38348261,99.55333696,104.62568432,102.40498106,97.79652118,91.92838686,80.55366382,81.96736865,51.52066488,33.13630655,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Apigenin","CYP2C9","OC1=CC=C(C=C1)\C2=C\C(=O)C3=C(O2)C=C(O)C=C3O"
"s-vhl-UOK109-1","activity","NCGC00015054-06",2.3,4,-5.1292094394,4.5044702849,98.626017984,106.746487,103.88146355,11,506.5185885667,507.0906130701,104.746487,103.35525915,108.89234403,109.13955075,104.59546111,106.71955719,107.12753098,109.76909463,105.28362568,98.81276282,103.88146355,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Tacrine hydrochloride","ACHE","NC1=C(CCCC3)C3=NC2=C1C=CC=C2"
"s-vhl-UOK109-1","activity","NCGC00015060-19",1.1,-1.2,-6.1292094394,0.6,52.165854408,104.860630409,58.06490459,11,405.301140453,401.440230753,110.0601555,98.3726298,95.62654737,97.22979299,94.61039292,95.31858548,78.2988294,73.91375095,60.45784404,59.17679035,58.06490459,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Azathioprine",NA,"C[N]1C=NC(=C1SC2=C3[NH]C=NC3=NC=N2)[N+]([O-])=O"
"s-vhl-UOK109-1","activity","NCGC00015061-12",5,4,NA,NA,NA,NA,98.87074435,11,NA,470.7491158431,100.23086058,102.7291086,94.22272678,102.0044811,100.3500237,95.61760191,93.23614525,98.99178512,94.22817105,98.37142536,98.87074435,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Aciclovir",NA,"N\C1=N\C2=C(N=C[N]2COCCO)C(=O)N1"
"s-vhl-UOK109-1","activity","NCGC00015067-13",2.1,-2.2,-4.7292094394,2.4063783767,31.3935754049,110.648853828,32.96792087,11,496.0397513229,494.3336408532,111.68519412,111.18622545,103.56707946,113.83230171,104.03345978,114.10156014,112.9265403,118.33132379,101.91380246,81.40803136,32.96792087,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Aspirin",NA,"CC(=O)OC1=C(C=CC=C1)C(O)=O"
"s-vhl-UOK109-1","activity","NCGC00015075-07",5,4,NA,NA,NA,NA,97.313157,11,NA,473.2685360471,93.8387733,95.6673377,98.78067017,96.47424946,103.5461874,101.90133501,96.80310714,101.25402854,99.57408921,95.12143177,97.313157,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Arecoline",NA,"COC(=O)\C1=C\CCN(C)C1"
"s-vhl-UOK109-1","activity","NCGC00015086-03",1.3,4,-7.9292094394,4.9549173134,101.81709074,95.475910736,101.29106036,11,481.8925338708,480.7044738203,97.81709074,93.78277407,94.44754036,102.90857285,104.02398752,100.25654136,101.88680136,109.92708279,94.49941584,98.70124603,101.29106036,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Acetylcysteine","NFKB1","CC(=O)NC(CS)C(O)=O"
"s-vhl-UOK109-1","activity","NCGC00015089-08",2.3,-2.2,-4.7792094394,0.7,50.0779643896,104.813903023,64.4349319,11,464.3908321481,452.2343503076,109.30045537,96.38740975,97.3393789,97.60538645,100.71176977,96.95203069,98.74888005,100.1046152,88.83274122,79.50432803,64.4349319,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Amiloride hydrochloride","SCNN1D","ClC1=C(N=C(C(C(NC(N)=N)=O)=N1)N)N"
"s-vhl-UOK109-1","activity","NCGC00015092-09",1.3,4,-4.8292094394,2.7202212143,90.396949168,104.86679858,91.14192407,11,496.2616436124,496.8085985871,102.36679858,104.42477035,106.51002892,107.07634159,108.79800897,103.07236751,105.91510472,100.31375138,104.93897891,96.69060453,91.14192407,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Aminocaproic acid","SERPINE1","NCCCCCC(O)=O"
"s-vhl-UOK109-1","activity","NCGC00015096-11",4,-1.1,-5.4792094394,3.6272481694,4.484567244,94.4687577,3.44084234,11,347.4799868053,350.5132263711,85.4687577,93.32910434,96.80753878,102.42700186,94.02363534,102.11568765,87.10089382,88.14143773,21.44771725,4.53805276,3.44084234,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Amiodarone",NA,"CCCCC1=C(C(=O)C2=CC(=C(OCCN(CC)CC)C(=C2)I)I)C3=C(O1)C=CC=C3"
"s-vhl-UOK109-1","activity","NCGC00015100-14",1.3,-2.4,-5.2292094394,0.4,68.976052184,98.53723934,76.90291671,11,435.6174642053,435.9728882068,96.53723934,100.1619956,92.93903086,99.93404647,89.38460076,95.9696906,88.38660968,87.64419699,85.61974328,81.28595403,76.90291671,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Altretamine",NA,"CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C"
"s-vhl-UOK109-1","activity","NCGC00015110-12",1.3,4,-6.5792094394,4.9549173134,91.270358524,102.05545542,91.66287931,11,466.2701763648,467.0432235037,97.55545542,108.81908216,103.93643115,97.18196405,101.61843383,100.36866456,90.71655874,95.72623178,86.48454134,92.60919988,91.66287931,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Aminoglutethimide","CYP19A1","CCC1(CCC(=O)NC1=O)C2=CC=C(N)C=C2"
"s-vhl-UOK109-1","activity","NCGC00015116-10",1.3,4,-4.8792094394,1.9673362061,83.852618554,98.65989725,85.65383167,11,465.3433884604,465.1611691655,99.65989725,97.14233341,97.20651941,97.63416432,101.20870551,100.57678298,99.43514807,95.03333991,98.44672137,89.23135562,85.65383167,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Aniracetam",NA,"O=C(C1=CC=C(OC)C=C1)N(CCC2)C2=O"
"s-vhl-UOK109-1","activity","NCGC00015121-16",2.3,-3,-4.4292094394,0.7999999999,53.6324475492,104.501925902,65.03422718,11,479.2856637944,473.3369469198,108.88722576,107.33684921,94.78540701,102.38434255,94.6203388,96.37402397,105.00163076,101.66783848,96.42267331,101.68487978,65.03422718,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Phenoxybenzamine hydrochloride",NA,"CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2"
"s-vhl-UOK109-1","activity","NCGC00015122-09",2.3,4,-4.6292094394,4.0949729863,79.702844186,102.37115557,81.14756275,11,484.5820551019,485.328274876,103.37115557,95.59851895,104.93813546,100.10631197,106.33606808,105.8832634,97.64548674,108.81636326,100.60248821,98.98885513,81.14756275,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Bupropion hydrochloride","SLC6A3","CC(NC(C)(C)C)C(=O)C1=CC=CC(=C1)Cl"
"s-vhl-UOK109-1","activity","NCGC00015144-04",2.3,-2.4,-4.5792094394,4.5044702849,69.82302717,100.53047419,72.02426834,11,474.2348223504,474.4635920153,100.53047419,91.33585612,101.09545328,101.65428162,101.42283172,98.0410218,104.46341303,103.81097182,102.76616738,98.21365227,72.02426834,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"O6-Benzylguanine","MGMT","NC1=NC(=C2N=C[NH]C2=N1)OCC3=CC=CC=C3"
"s-vhl-UOK109-1","activity","NCGC00015147-09",1.3,-2.2,-4.8792094394,4.4494702849,62.0450352868,100.698642103,62.99261159,11,460.992554043,454.735205427,105.47529947,98.30560798,89.72382261,93.77828602,92.93340581,99.98370118,99.34243108,110.75918526,105.65170249,73.69079833,62.99261159,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Benzamil","SCNN1D","N\C(NCC1=CC=CC=C1)=N/C(=O)C2=NC(=C(N)N=C2N)Cl"
"s-vhl-UOK109-1","activity","NCGC00015148-07",1.3,4,-6.7792094394,4.9549173134,98.81848595,90.926929522,93.02386154,11,456.7746375807,455.1583832585,93.31848595,101.22179114,86.36621423,85.07552226,88.62134074,96.13142003,96.59626089,100.82079896,99.91499134,96.909132,93.02386154,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Buthionine sulphoximine","GSS","CCCC[S+]([O-])(=N)CCC(N)C(O)=O"
"s-vhl-UOK109-1","activity","NCGC00015149-15",5,4,NA,NA,NA,NA,105.30451117,11,NA,491.3829022072,101.92680286,103.77798092,99.94216462,106.0111746,98.62992739,101.80773679,97.25540923,105.45803389,99.19082984,106.38201159,105.30451117,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Bumetanide",NA,"CCCCNC1=CC(=CC(=C1OC2=CC=CC=C2)[S+](N)([O-])=O)C(O)=O"
"s-vhl-UOK109-1","activity","NCGC00015150-04",1.3,4,-5.9792094394,4.9549173134,100.11040061,94.331595678,102.22173451,11,463.1728497251,461.6662684954,100.61040061,94.88062677,92.29628459,95.88771046,94.52114106,91.2113965,92.10868649,101.34962162,94.6782605,101.66689614,102.22173451,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Betaine",NA,"C[N+](C)(C)CC(O)=O"
"s-vhl-UOK109-1","activity","NCGC00015159-06",2.3,4,-4.7292094394,1.752947691,78.858227512,99.681286,82.07873726,11,469.16072829,469.9703587011,98.181286,95.84038472,96.76057866,98.54947579,103.62275336,98.77966635,105.84742279,102.66678637,95.06065018,91.65928259,82.07873726,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Betaxolol hydrochloride","ADRB1","C2CC2COCCC1=CC=C(OCC(O)CNC(C)C)C=C1"
"s-vhl-UOK109-1","activity","NCGC00015163-08",1.3,4,-4.8792094394,0.7,84.090466584,102.55939424,93.06761712,11,478.3830597516,476.1614655952,106.55939424,100.81563798,96.20994487,102.50176653,96.7520523,105.26017136,105.47339726,102.03835114,96.87684499,85.33528786,93.06761712,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Benserazide","DDC","NC(CO)C(=O)NNCC1=C(O)C(=C(O)C=C1)O"
"s-vhl-UOK109-1","activity","NCGC00015173-02",2.1,-3,-4.5292094394,4.5044702849,60.9068134284,108.432139811,66.60617411,11,508.5897546943,509.9118633762,106.29167624,104.17289547,110.69915901,105.78708156,110.63611339,113.79690269,108.50113636,109.26591319,108.68898507,105.78233098,66.60617411,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"BRL-15572","HTR1D","OC(CN1CCN(CC1)C2=CC=CC(=C2)Cl)C(C3=CC=CC=C3)C4=CC=CC=C4"
"s-vhl-UOK109-1","activity","NCGC00015185-04",2.3,4,-4.5792094394,0.7999999999,72.350537506,102.90536435,79.77634198,11,478.1007719324,475.7682324233,106.90536435,105.51949791,101.47836979,98.81276282,98.59516472,100.57558987,105.8764023,94.48924648,94.37756284,98.17427821,79.77634198,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Carbidopa",NA,"CC(CC1=CC(=C(O)C=C1)O)(NN)C(O)=O"
"s-vhl-UOK109-1","activity","NCGC00015191-06",1.3,4,-5.0292094394,0.3,82.19785894,113.127175,89.10274495,11,502.5921655985,502.9035248935,113.627175,105.67712519,116.0232458,112.20420087,100.98130642,104.08886429,101.77078347,102.07645223,103.40775173,99.82541161,89.10274495,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Chlormezanone","GABRA1","C2CC(=O)N(C)C(C1=CC=C(Cl)C=C1)S2(=O)=O"
"s-vhl-UOK109-1","activity","NCGC00015199-19",1.3,4,-6.6292094394,4.9549173134,96.0683753,86.304657512,96.23891397,11,437.2934357553,434.5837470472,94.5683753,81.43194381,84.60918984,84.83686111,85.14893661,88.84039702,98.34470709,97.09783356,88.61107269,99.37407917,96.23891397,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Chlorambucil",NA,"OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl"
"s-vhl-UOK109-1","activity","NCGC00015204-08",5,4,NA,NA,NA,NA,88.37465105,11,NA,436.1416528148,93.090749,93.41890576,91.23320041,91.54763868,81.6371642,91.66986533,87.67957177,96.35050362,95.6133525,87.66491894,88.37465105,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Carmustine",NA,"ClCCNC(=O)N(CCCl)N=O"
"s-vhl-UOK109-1","activity","NCGC00015205-07",5,4,NA,NA,NA,NA,96.10640921,11,NA,483.5465739493,103.11116985,102.98968652,104.07278688,91.54711859,104.65366417,95.13036841,105.35067446,111.92327032,99.06619139,91.98719831,96.10640921,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"PK-11195","NR1I3","CCC(C)N(C)C(=O)C1=NC(=C2C=CC=CC2=C1)C3=C(Cl)C=CC=C3"
"s-vhl-UOK109-1","activity","NCGC00015207-11",5,4,NA,NA,NA,NA,98.03074746,11,NA,472.8865195022,97.94502379,98.81559321,91.07631687,100.2445233,104.06428864,104.78480062,99.29579504,93.53754102,94.47936085,99.55834838,98.03074746,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Cilostazol","PDE3A","O=C1CCC2=C(N1)C=CC(=C2)OCCCCC3=NN=N[N]3C4CCCCC4"
"s-vhl-UOK109-1","activity","NCGC00015208-09",1.3,4,-5.5292094394,4.9549173134,94.92188989,102.80830791,95.07940801,11,484.4768986291,486.4218225744,96.80830791,101.08093052,111.61433811,106.28382589,100.34148238,102.33351237,100.36731047,105.03221095,90.65295956,98.78182753,95.07940801,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Caffeine",NA,"OC(C(CC(O)=O)(O)CC(O)=O)=O.O=C(N1C)N(C)C(N=CN2C)=C2C1=O"
"s-vhl-UOK109-1","activity","NCGC00015209-12",1.3,4,-8.7292094394,3.1319983358,99.936108388,109.69023116,100.55948451,11,484.1486320893,483.7719833585,109.19023116,103.27618627,100.04787547,93.14512885,100.03818179,98.93315586,95.83298315,108.559459,102.0054334,99.75825986,100.55948451,0.00078041474654,0.0023412442396,0.0070237788018,0.021071290322,0.06321391705,0.18964175115,0.56892529953,1.7067758986,5.1203276958,15.360983087,46.082949308,"Cyclophosphamide","BCL2","ClCCN(CCCl)[P]1(=O)NCCCO1"
